Date,IdNummer,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12F_alt,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13G_alt,Q14,Q14_alt,Q15,Q15_alt,Q16A,Q16B,Q16C,Q16D,Q16E,Q16F,Q16G,Q16G_alt,Q17,Q18A,Q18B,Q18C,Q18D,Q18D_alt,Q19,Q20A,Q20B,Q20C,Q20D,Q20E,Q20E_alt,Q21.1.1,Q21.1.2,Q21.1.3,Q21.2.1,Q21.2.2,Q21.2.3,Q22,Q23.1,Q23.2,Q23.3,Q23.4,Q23.5,Q23.6,Q23.7,Q23.8,Q23.9,Q23.10,Q23.11,Q23.12,Q23.13,Q24,Q24_alt,Q25,Q26,Q27.1.1,Q27.1.2,Q27.1.3,Q27.1.4,Q27.1.5,Q27.1.6,Q27.1.7,Q27.1.8,Q27.2.1,Q27.2.2,Q27.2.3,Q27.2.4,Q27.2.5,Q27.2.6,Q27.2.7,Q27.2.8,Q28,Q29,Q29_alt,Q30,Q31A,Q31B,Q31C,Q31D,Q31E,Q31F,Q31G,Q31H,Q31I,Q31J,Q31K,Q31L,Q31M,Q31M_alt,Q32A,Q32B,Q32C,Q32D,Q32E,Q32F,Q32G,Q32H,Q33A,Q33B,Q33C,Q33D,Q33E,Q33F,Q33G,Q33H,Q33I,Q33J,Q33K,Q33L,Q33M,Q33M_alt,Q34,Q35,Q36,Q37,Q38,Q38_alt,Q39.1,Q39.2,Q39.3,Q39.4,Q39.5,Q40.1,Q40.2,Q40.3,Q40.4,Q40.5,Q41.1,Q41.2,Q41.3,Q41.4,Q41.5,Q42.1,Q42.2,Q42.3,Q42.4,Q42.5,Q43,Q44A,Q44B,Q44C,Q44D,Q45A,Q45B,Q45C,Q45D,Q45E,Q45F,Q45G,Q45H,Q45I,Q45J,Q45K,Q45L,Q45M,Q45N,Q45O,Q45P,Q45Q,Q45R,Q45S,Q45T,Q45U,Q45V,Q45W,Q45X,Q45X_alt,Q46,Q46_alt,Q47,Q48,Q49,Q50,Q51,Q51_alt,Q52,Q53,Q53_alt,,,,,,,,,,,,,,,,
9/26/2018 6:15:29 PM,1115,Ja,Ja,8 km (5 mijl, Damloop by night), ,8, , ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,false,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,Ik reis vaak meer dan 5 km van waar ik woon, ,true,false,false,false,false,false,false, ,Ja,true,true,false,false, ,Ja, , , , , , ,Mee eens,Mee eens,Mee eens, , , ,Ja,Interesse,Interesse,Helemaal geen interesse,Interesse,Neutraal,Interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Neutraal,Helemaal geen interesse,Nee, ,15,0,Neutraal,Neutraal,Neutraal,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee oneens,Neutraal,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,false,false,false,false,false,true,false,false, , , , , , , , , , , , , , , , , , , , ,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Interesse,Interesse,Interesse,Interesse,Interesse,Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Vrouw,61,172,76,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Nee,Nee, ,,,,,,,,,,,
9/26/2018 6:17:35 PM,1116,Ja,Ja,16 km (10 mijl), ,8, , ,6-11 weken getraind,3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,Ik ren altijd binnen 1 km van waar ik woon, ,true,false,false,false,false,false,false, ,Ja,false,true,true,false, ,Nee,true,false,false,false,false, ,Niet van toepassing,Niet van toepassing,Niet van toepassing, , , ,Nee, , , , , , , , , , , , , , , , , ,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Helemaal mee oneens,Helemaal mee oneens,Neutraal,Geen interesse in tips ter voorbereiding, ik train in loopgroep, dus heb geen behoefte aan motivatie vanuit le Champion, , , , , ,Het gros vd deelnemers is zeer ervaren loper, ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Goed,Neutraal,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Neutraal,Neutraal,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false, ,RunKeeper, ,Vrouw,53,164,60,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Nee,Nee, ,,,,,,,,,,
9/26/2018 6:20:30 PM,1117,Ja,Ja,8 km (5 mijl, Damloop by night), ,9,Prima sfeer, muziek e.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uitstekende verzorging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hartelijke vrijwilligers!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veel en goede info vooraf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prachtig parcours (Eiland, Dam.), ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,true,false,false,false,false,true,false, ,Ja,true,true,false,false, ,Ja, , , , , , ,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens, , , ,Ja,Interesse,Interesse,Interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Interesse,Interesse,Nee, ,20,10,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Helemaal mee eens,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Veel interesse,Veel interesse,Veel interesse,Veel interesse,Neutraal,Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Man,68,190,76,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Ja, mijn email adres is ...,Nee, ,,,,,,,,,,,,,,,,
9/26/2018 6:22:41 PM,1118,Ja,Ja,16 km (10 mijl), ,8,Mooie loop, ophalen tassen te ver, had het al koud gekregen, ,6-11 weken getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,false,false,true,false, ,Nee,false,false,true,false,false, ,Niet van toepassing,Niet van toepassing,Niet van toepassing, , , ,Nee, , , , , , , , , , , , , , , , , ,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Helemaal mee oneens,Neutraal,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Vrouw,57,172,64,Middelbaar beroepsonderwijs (MBO), ,Nee,Nee, ,,,,,,,,,,
9/26/2018 6:23:48 PM,1119,Ja,Ja,8 km (5 mijl, Damloop by night), ,10,10, was superleuk om een keer mee te doen i.p.v. aan te moedigen. Alleen de zwarte shirts maakten me nog onzichtbaarder in het donker. Volgend jaar weer een felle kleur!, ,6-11 weken getraind,2 keer per week,1-3 maanden,Ik zou meer kilometers willen hardlopen,false,false,false,true,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,true,true,false,true,false, ,Ja,true,true,false,false, ,Ja, , , , , , ,Mee eens,Mee eens,Mee eens, , , ,Ja,Neutraal,Interesse,Geen interesse,Interesse,Neutraal,Neutraal,Neutraal,Interesse,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Ja, namelijk ...,Een hardloopgroepje of motivatie via een hardloopapp (runkeeper bijv, i.p.v. daar een abo op, een tijdelijke dam tot dam actie waardoor je, ivm je inschrijving, via runkeeper kan trainen),999,5,Neutraal,Neutraal,Eens,Neutraal,Oneens,Oneens,Eens,Neutraal,Ik heb sowieso wel zin, maar iemand moet me de weken voor het evenement van de bank komen trekken., , , , , , ,Weet niet wat het nu allemaal kost,Nee, maar dat ben ik voor de volgende Dam tot Damloop/ Damloop by night wel van plan, , , , , , , , , , , , , , , , , ,false,false,false,true,false,false,false,true,true,true,true,false,true,false,true,true,true,false,true,true,false, ,90,999,10,5,Door een trainer/coach in combinatie met een app of online platform, ,Een beetje,Een beetje,Goed,Een beetje,Helemaal niet,Goed,Goed,Goed,Een beetje,Helemaal niet,Een beetje,Een beetje,Goed,Neutraal,Een beetje,Interesse,Interesse,Interesse,Interesse,Interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Vrouw,29,168,63,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Ja, mijn email adres is ...,Nee, ,,
9/26/2018 6:24:04 PM,1120,Ja,Ja,16 km (10 mijl), ,8,Loop was goed verzorgd. Minder druk dan voorgaande jaren door meer ruimte tussen de startvakken. Bij kleding ophalen was het chaos, tassen zoek, geen vrijwilligers, lang veel kou geleden, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,false,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,false,false,true,false, ,Nee,false,false,false,false,true,Al bekend,Mee eens,Mee eens,Neutraal, , , ,Nee, , , , , , , , , , , , , , , , , ,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,42,183,73,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Nee,Nee, ,,,,,,,,
9/26/2018 6:24:28 PM,1121,Ja,Ja,16 km (10 mijl), ,9,heel goed georganiseerd, prima sfeer. juiste informatie, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,true,false,false,false,false,false,false, ,Ja,false,true,false,false, ,Nee,false,false,true,false,false, ,Mee eens,Neutraal,Neutraal, , , ,Nee, , , , , , , , , , , , , , , , , ,Eens,Eens,Oneens, ,Oneens,Oneens,Oneens,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,false,false,false,false,false,true,false,false, , , , , , , , , , , , , , , , , , , , ,Goed,Neutraal,Goed,Goed,Neutraal,Goed,Goed,Neutraal,Neutraal,Neutraal,Goed,Goed,Goed,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Strava, ,Man,56,192,74,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Ja, mijn email adres is ...,Nee, ,,,,,,,,,
9/26/2018 6:25:11 PM,1122,Ja,Ja,8 km (5 mijl, Damloop by night), ,7, , ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,6 maanden - 1 jaar,Ik zou meer kilometers willen hardlopen,false,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,false,true,true,false, ,Ja, , , , , , ,Mee eens,Mee eens,Neutraal, , , ,Ja,Interesse,Interesse,Helemaal geen interesse,Interesse,Helemaal geen interesse,Helemaal geen interesse,Interesse,Interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Interesse,Helemaal geen interesse,Nee, ,10,0,Neutraal,Neutraal,Eens,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee oneens,Eens,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Een beetje,Een beetje,Een beetje,Helemaal niet,Helemaal niet,Een beetje,Helemaal niet,Helemaal niet,Neutraal,Helemaal niet,Helemaal niet,Helemaal niet,Helemaal niet,Helemaal niet,Helemaal niet,Interesse,Interesse,Interesse,Interesse,Veel interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false, ,Hardlopen.nl, ,Vrouw,48,165,66,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Ja, mijn email adres is ...,Nee, ,,,,,,,,,
9/26/2018 6:25:17 PM,1123,Ja,Ja,8 km (5 mijl, Damloop by night), ,10, , ,6-11 weken getraind,2 keer per week,Langer dan een jaar,Ik zou vaker willen hardlopen,true,false,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,false,true,true,false, ,Ja, , , , , , , , , , , , ,Ja,Helemaal geen interesse,Interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Nee, ,0,0,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee oneens,Oneens, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Een beetje,Een beetje,Neutraal,Neutraal,Neutraal,Goed,Goed,Een beetje,Een beetje,Een beetje,Goed,Een beetje,Neutraal,Een beetje,Helemaal niet,Interesse,Interesse,Interesse,Interesse,Interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Vrouw,54,172,71,Middelbaar beroepsonderwijs (MBO), ,Nee,Nee, ,,,,,,,,,,,
9/26/2018 6:25:47 PM,1124,Ja,Ja,Beide afstanden, ,9,Tassen opvang was niet overdekt vandaar - 1 punt, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),4 of 5 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,true,false,true,false, ,Ja,true,true,true,false, ,Ja, , , , , , ,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens, , , ,Ja,Interesse,Interesse,Helemaal geen interesse,Interesse,Neutraal,Neutraal,Neutraal,Neutraal,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Geen interesse,Geen interesse,Nee, ,0,0,Oneens,Oneens,Oneens,Oneens,Oneens,Oneens,Oneens,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,true, , , , , , , , , , , , , , , , , , , , ,Goed,Goed,Goed,Goed,Neutraal,Goed,Goed,Goed,Goed,Neutraal,Goed,Goed,Goed,Neutraal,Neutraal,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false, ,TomTom Sports, ,Man,64,184,82,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Ja, mijn email adres is ...,Nee, ,,,,,,,,,,,
9/26/2018 6:27:00 PM,1125,Ja,Ja,16 km (10 mijl), ,5,Slecht weer, weinige mensen langs de route, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Ik ren altijd binnen 1 km van waar ik woon, ,true,false,false,true,true,true,false, ,Ja,true,true,true,false, ,Ja, , , , , , ,Mee eens,Mee eens,Mee eens, , , ,Ja,Geen interesse,Geen interesse,Neutraal,Neutraal,Geen interesse,Neutraal,Helemaal geen interesse,Helemaal geen interesse,Geen interesse,Interesse,Neutraal,Geen interesse,Interesse,Nee, ,5,5,Neutraal,Neutraal,Neutraal,Eens,Neutraal,Helemaal mee oneens,Neutraal,Eens, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,false,false,false,false,false,false,true,false, , , , , , , , , , , , , , , , , , , , ,Goed,Een beetje,Goed,Goed,Helemaal niet,Neutraal,Heel goed,Goed,Goed,Een beetje,Helemaal niet,Een beetje,Een beetje,Een beetje,Helemaal niet,Veel interesse,Veel interesse,Veel interesse,Interesse,Veel interesse,Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Vrouw,33,164,60,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Ja, mijn email adres is ...,Nee, ,,,,,,,,,,
9/26/2018 6:28:23 PM,1126,Ja,Ja,8 km (5 mijl, Damloop by night), ,8,Ik ben op geen enkel van jullie foto's. Vraag me dan ook af of de tijd wel klopt? Tevens was maar een water aanbiedpunt., ,6-11 weken getraind,1 tot 3 keer per maand,3-6 maanden,Ik zou zowel vaker als meer kilometers willen hardlopen,true,false,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Nee, , , , , , , , , , , , , , , , , , ,Ja,Neutraal,Neutraal,Geen interesse,Interesse,Neutraal,Neutraal,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Neutraal,Geen interesse,Nee, ,0,0,Neutraal,Neutraal,Neutraal,Neutraal,Oneens,Oneens,Oneens,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Een beetje,Een beetje,Neutraal,Helemaal niet,Helemaal niet,Goed,Goed,Goed,Goed,Een beetje,Neutraal,Goed,Neutraal,Neutraal,Neutraal,Interesse,Interesse,Interesse,Interesse,Interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false, ,Runtastic Hardlopen en Fitness, ,Man,43,178,83,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Nee,Nee, ,,,,,,,,,,
9/26/2018 6:29:57 PM,1127,Ja,Ja,8 km (5 mijl, Damloop by night), ,8, , ,6-11 weken getraind,2 keer per week,3-6 maanden,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,false,false,true,false, ,Ja, , , , , , ,Mee eens,Mee eens,Mee eens, , , ,Nee, , , , , , , , , , , , , , , , , ,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false, ,Looptijden.nl, ,Man,49,180,95,Middelbaar beroepsonderwijs (MBO), ,Nee,Nee, ,,,,,,,,,,,
9/26/2018 6:30:48 PM,1128,Ja,Ja,16 km (10 mijl), ,9, , ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,true,true,false,false, ,Ja, , , , , , ,Neutraal,Neutraal,Neutraal, , , ,Nee, , , , , , , , , , , , , , , , , ,Neutraal,Neutraal,Neutraal,Neutraal,Oneens,Helemaal mee oneens,Helemaal mee oneens,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Heel goed,Goed,Goed,Neutraal,Neutraal,Heel goed,Heel goed,Goed,Neutraal,Neutraal,Goed,Goed,Neutraal,Een beetje,Een beetje,Neutraal,Interesse,Interesse,Neutraal,Interesse,Nee, ik ken geen sport-apps en gebruik ze niet, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Man,43,196,84,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Ja, mijn email adres is ...,Nee, ,,,,,,,,,,,
9/26/2018 6:31:32 PM,1129,Ja,Ja,16 km (10 mijl), ,8,Een betere route dan vorige jaren, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,false,false,false,false,true,Anders, namelijk ...,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,Anders, namelijk…,Fiets 3,5 km naar loopclub,true,false,false,false,false,false,false, ,Ja,true,false,true,false, ,Ja, , , , , , ,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens, , , ,Ja,Interesse,Interesse,Geen interesse,Veel interesse,Interesse,Interesse,Interesse,Interesse,Neutraal,Interesse,Neutraal,Geen interesse,Neutraal,Nee, ,999,999,Neutraal,Neutraal,Eens,Neutraal,Neutraal,Oneens,Neutraal,Eens, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,true,false,false,false,true, , , , , , , , , , , , , , , , , , , , ,Goed,Goed,Goed,Goed,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Een beetje,Een beetje,Een beetje,Een beetje,Helemaal niet,Een beetje,Interesse,Interesse,Interesse,Neutraal,Neutraal,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,true,false,true,false,false,false,false,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false, ,TomTom Sports, ,Man,75,178,83,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Ja, mijn email adres is ...,Nee, ,,,,,,,,
