Date,IdNummer,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12F_alt,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13G_alt,Q14,Q14_alt,Q15,Q15_alt,Q16A,Q16B,Q16C,Q16D,Q16E,Q16F,Q16G,Q16G_alt,Q17,Q18A,Q18B,Q18C,Q18D,Q18D_alt,Q19,Q20A,Q20B,Q20C,Q20D,Q20E,Q20E_alt,Q21.1.1,Q21.1.2,Q21.1.3,Q21.2.1,Q21.2.2,Q21.2.3,Q22,Q23.1,Q23.2,Q23.3,Q23.4,Q23.5,Q23.6,Q23.7,Q23.8,Q23.9,Q23.10,Q23.11,Q23.12,Q23.13,Q24,Q24_alt,Q25,Q26,Q27.1.1,Q27.1.2,Q27.1.3,Q27.1.4,Q27.1.5,Q27.1.6,Q27.1.7,Q27.1.8,Q27.2.1,Q27.2.2,Q27.2.3,Q27.2.4,Q27.2.5,Q27.2.6,Q27.2.7,Q27.2.8,Q28,Q29,Q29_alt,Q30,Q31A,Q31B,Q31C,Q31D,Q31E,Q31F,Q31G,Q31H,Q31I,Q31J,Q31K,Q31L,Q31M,Q31M_alt,Q32A,Q32B,Q32C,Q32D,Q32E,Q32F,Q32G,Q32H,Q33A,Q33B,Q33C,Q33D,Q33E,Q33F,Q33G,Q33H,Q33I,Q33J,Q33K,Q33L,Q33M,Q33M_alt,Q34,Q35,Q36,Q37,Q38,Q38_alt,Q39.1,Q39.2,Q39.3,Q39.4,Q39.5,Q40.1,Q40.2,Q40.3,Q40.4,Q40.5,Q41.1,Q41.2,Q41.3,Q41.4,Q41.5,Q42.1,Q42.2,Q42.3,Q42.4,Q42.5,Q43,Q44A,Q44B,Q44C,Q44D,Q45A,Q45B,Q45C,Q45D,Q45E,Q45F,Q45G,Q45H,Q45I,Q45J,Q45K,Q45L,Q45M,Q45N,Q45O,Q45P,Q45Q,Q45R,Q45S,Q45T,Q45U,Q45V,Q45W,Q45X,Q45X_alt,Q46,Q46_alt,Q47,Q48,Q49,Q50,Q51,Q51_alt,Q52,Q53,Q53_alt,,,,,,,,,,,,,,,,
9/26/2018 1:02:46 PM,356,Ja,Ja,8 km (5 mijl, Damloop by night), ,7, , ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,true,Weinig tijd naast andere sporten,false,false,true,false,true,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,true,true,false,false, ,Nee,false,false,true,false,false, ,Mee eens,Mee eens,Mee eens, , , ,Nee, , , , , , , , , , , , , , , , , ,Oneens,Oneens,Neutraal,Oneens,Oneens,Helemaal mee oneens,Oneens,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , ,Alleen door een app of online platform, ,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Interesse,Interesse,Interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false, ,Nike+ Run Club, ,Man,30,188,86,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Nee,Nee, ,,,,,,,,,,
9/26/2018 1:03:02 PM,357,Ja,Ja,16 km (10 mijl), ,9, , ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,false,false,true,false, ,Ja,true,false,false,false, ,Nee,false,false,true,false,false, ,Helemaal mee eens,Mee eens,Neutraal, , , ,Ja,Interesse,Veel interesse,Helemaal geen interesse,Neutraal,Interesse,Interesse,Neutraal,Neutraal,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Geen interesse,Geen interesse,Nee, ,999,999,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Helemaal mee oneens,Neutraal,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , ,Door een trainer/coach, ,Goed,Goed,Goed,Goed,Neutraal,Goed,Goed,Goed,Goed,Neutraal,Goed,Goed,Goed,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Interesse,Interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,false, ,Polar Flow, ,Vrouw,50,172,64,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Ja, mijn email adres is ...,Nee, ,,,,,,,,,,,
9/26/2018 1:03:08 PM,358,Ja,Ja,8 km (5 mijl, Damloop by night), ,8, , ,Niet of nauwelijks getraind,Minder dan 1 keer per maand,0-1 maand,Ik zou meer kilometers willen hardlopen,false,false,false,true,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,true,true,true,false, ,Ja, , , , , , ,Mee eens,Mee eens,Neutraal, , , ,Nee, , , , , , , , , , , , , , , , , ,Neutraal,Neutraal,Eens,Oneens,Eens,Oneens,Eens,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Heel goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false, ,RunKeeper, ,Vrouw,34,170,72,Middelbaar beroepsonderwijs (MBO), ,Nee,Nee, ,,,,,,,,,,,
9/26/2018 1:03:29 PM,359,Ja,Ja,8 km (5 mijl, Damloop by night), ,8,Erg leuke sfeer en leuke route om te lopen, ,6-11 weken getraind,1 keer per week,3-6 maanden,Ik zou vaker willen hardlopen,false,false,false,false,false,true,andere sport die ook tijd vraagt,false,false,true,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,true,true,true,false, ,Nee,false,false,true,false,false, ,Mee oneens,Mee oneens,Neutraal, , ,Veel was al bij mij wel bekend, maar dit kan komen doordat ik al een achtergrond met veel sporten heb,Nee, , , , , , , , , , , , , , , , , ,Oneens,Oneens,Oneens,Eens,Oneens,Helemaal mee oneens,Oneens,Helemaal mee oneens,Ziet er al goed uit,Ziet er al goed uit, , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Goed,Goed,Neutraal,Goed,Een beetje,Goed,Goed,Een beetje,Goed,Een beetje,Goed,Goed,Een beetje,Neutraal,Helemaal niet,Neutraal,Neutraal,Interesse,Neutraal,Veel interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false, ,Nike+ Run Club, ,Vrouw,20,164,53,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Ja, mijn email adres is ...,Nee, ,,,,,,,,
9/26/2018 1:03:36 PM,360,Ja,Ja,16 km (10 mijl), ,9,Het is best ver vanaf de finish tot aan het veldpark, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),4 of 5 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,true,false,false,false,false,true,false, ,Ja,true,true,false,false, ,Nee,false,false,true,false,false, ,Helemaal mee eens,Mee eens,Mee oneens, , , ,Nee, , , , , , , , , , , , , , , , , ,Neutraal,Neutraal,Neutraal,Oneens,Oneens,Helemaal mee oneens,Neutraal,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,true,false, , , , , , , , , , , , , , , , , , , , ,Goed,Goed,Goed,Goed,Goed,Goed,Heel goed,Heel goed,Neutraal,Neutraal,Goed,Goed,Goed,Een beetje,Een beetje,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,trainasone,Garmin Connect, ,Man,53,190,96,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Ja, mijn email adres is ...,Nee, ,,,,,,,,,,
9/26/2018 1:03:46 PM,361,Ja,Ja,16 km (10 mijl), ,8,mooi parcours, heel jammer van lange wachten op kleding bij de finish, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Nee, , , , , , , , , , , , , , , , , , ,Nee, , , , , , , , , , , , , , , , , ,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false, ,Strava, ,Man,26,182,72,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Nee,Nee, ,,,,,,,,,,
9/26/2018 1:04:10 PM,362,Ja,Ja,16 km (10 mijl), ,9,Erg goed georganiseerd., ,12 weken of meer getraind,3 keer per week,3-6 maanden,Ik zou meer kilometers willen hardlopen,true,false,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,true,true,true,false, ,Ja, , , , , , ,Mee eens,Mee eens,Mee eens, , , ,Ja,Interesse,Interesse,Geen interesse,Interesse,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Geen interesse,Neutraal,Nee, ,999,999,Neutraal,Neutraal,Neutraal,Eens,Oneens,Helemaal mee oneens,Neutraal,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Neutraal,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Heel goed,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Man,40,194,90,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Nee,Nee, ,,,,,,,,,,,
9/26/2018 1:04:15 PM,363,Ja,Ja,16 km (10 mijl), ,8, , ,Niet of nauwelijks getraind,1 tot 3 keer per maand,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Nee, , , , , , , , , , , , , , , , , , ,Nee, , , , , , , , , , , , , , , , , ,Neutraal,Neutraal,Eens,Neutraal,Helemaal mee oneens,Helemaal mee oneens,Neutraal,Oneens, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Goed,Goed,Heel goed,Goed,Goed,Heel goed,Heel goed,Goed,Heel goed,Heel goed,Goed,Heel goed,Goed,Goed,Goed,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false, ,Runtastic Hardlopen en Fitness, ,Vrouw,43,174,70,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Nee,Nee, ,,,,,,,,,,,
9/26/2018 1:04:17 PM,364,Ja,Ja,16 km (10 mijl), ,9, , ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,false,true,false,false, ,Ja, , , , , , ,Mee eens,Mee eens,Neutraal, , , ,Ja,Interesse,Interesse,Geen interesse,Geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Neutraal,Helemaal geen interesse,Nee, ,10,0,Oneens,Oneens,Oneens,Eens,Oneens,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee oneens, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,false,false,false,false,false,false,false,true, , , , , , , , , , , , , , , , , , ,Door een trainer/coach, ,Goed,Een beetje,Goed,Goed,Goed,Goed,Goed,Een beetje,Een beetje,Helemaal niet,Goed,Goed,Goed,Een beetje,Helemaal niet,Interesse,Interesse,Interesse,Veel interesse,Veel interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Man,56,197,82,HAVO of VWO, ,Nee,Nee, ,,,,,,,,,,,,
9/26/2018 1:04:18 PM,365,Ja,Ja,16 km (10 mijl), ,10, , ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,false,true,true,false, ,Ja, , , , , , ,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens, , , ,Ja,Helemaal geen interesse,Interesse,Helemaal geen interesse,Veel interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Neutraal,Helemaal geen interesse,Nee, ,999,999,Helemaal mee oneens,Eens,Neutraal,Neutraal,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee oneens,Neutraal, , ,Alleen via app of e-mail, , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Heel goed,Neutraal,Neutraal,Goed,Heel goed,Heel goed,Goed,Neutraal,Neutraal,Interesse,Interesse,Interesse,Interesse,Interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,Hardlopen met Evy,RunKeeper, ,Vrouw,41,173,71,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Ja, mijn email adres is ...,Nee, ,,,,,,,,,,
9/26/2018 1:04:25 PM,366,Ja,Ja,16 km (10 mijl), ,9,Een 9 om nog ruimte te hebben voor verbetering. Perfecte locatie/parcours/publiek/muziek/ontvangst/transport/afhandeling van kleding/etc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Met dit weet een omkleed locatie wellicht praktisch . Verder Top, ,6-11 weken getraind,2 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,false,false,false,false,false,true,Tempo moet omhoog, maar das een uitdaging op 54 jaar ðŸ˜‰. Om niet teveel tijd bezig te zijn voor 15- meer km.,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,true,false,true,false, ,Ja, , , , , , ,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens, , , ,Ja,Neutraal,Veel interesse,Helemaal geen interesse,Veel interesse,Neutraal,Neutraal,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Interesse,Geen interesse,Nee, ,10,999,Oneens,Oneens,Oneens,Neutraal,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee oneens, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,false,false,false,false,false,false,true,false, , , , , , , , , , , , , , , , , , ,Alleen door een app of online platform, ,Een beetje,Een beetje,Een beetje,Een beetje,Een beetje,Goed,Goed,Neutraal,Een beetje,Helemaal niet,Neutraal,Goed,Neutraal,Een beetje,Helemaal niet,Interesse,Interesse,Neutraal,Neutraal,Neutraal,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,54,181,90,Middelbaar beroepsonderwijs (MBO), ,Nee,Nee, ,,,,,,,,,,,,,,,,,,
9/26/2018 1:04:44 PM,367,Ja,Ja,16 km (10 mijl), ,9, , ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,false,true,Met mijn zus,Ja,true,true,true,false, ,Ja, , , , , , ,Helemaal mee eens,Mee eens,Mee eens, , ,Vooral voor beginners,Ja,Interesse,Neutraal,Helemaal geen interesse,Veel interesse,Veel interesse,Veel interesse,Interesse,Interesse,Neutraal,Helemaal geen interesse,Helemaal geen interesse,Neutraal,Helemaal geen interesse,Nee, ,10,5,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Helemaal mee eens,Neutraal, , , , , , ,Met leuke suggesties voor andere runs!, ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,false,false,true,false,false,true,false,false, , , , , , , , , , , , , , , , , , , , ,Heel goed,Goed,Goed,Goed,Goed,Heel goed,Heel goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Vrouw,48,182,65,Middelbaar beroepsonderwijs (MBO), ,Ja, mijn email adres is ...,Nee, ,,,,,,,,,,,
9/26/2018 1:04:54 PM,368,Ja,Ja,16 km (10 mijl), ,8, , ,12 weken of meer getraind,2 keer per week,3-6 maanden,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Ik ren altijd binnen 5 km van waar ik woon, ,false,false,false,false,false,true,false, ,Ja,true,false,false,false, ,Nee,true,false,true,false,false, ,Mee eens,Mee eens,Mee eens, , , ,Nee, , , , , , , , , , , , , , , , , ,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,false,false, , , , , , , , , , , , , , , , , , , , ,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Interesse,Interesse,Interesse,Interesse,Interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,true,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false, ,Endomondo Hardlopen, ,Man,31,187,88,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Nee,Ja, namelijk ...,Bekenden/naasten die bij de finish wilde komen kijken wisten niet waar zij naartoe moesten vanaf de pendelbus. Dit stond nergens goed aangeven. Daarnaast was een groot deel van de hekken bij de finish afgedekt, waardoor zij hier niet konden staan om de lopers binnen te halen.,,,,,,,,,,
9/26/2018 1:04:56 PM,369,Ja,Ja,16 km (10 mijl), ,5,Ik heb heerlijk gelopen maar een totaal onverantwoorde buschauffeur gooide aan het einde behoorlijk roet in het eten, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,false,false,false,false,false,true,andere sporten zitten in de weg,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,true,true,false,false, ,Nee,false,false,false,false,true,geen nieuwe dingen gelezen,Mee eens,Helemaal mee eens,Niet van toepassing, , , ,Ja,Interesse,Interesse,Helemaal geen interesse,Interesse,Neutraal,Veel interesse,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Helemaal geen interesse,Helemaal geen interesse,Nee, ,0,0,Neutraal,Neutraal,Neutraal,Oneens,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee oneens,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,true,false,false,false,false,false,true,false, , , , , , , , , , , , , , , , , , , , ,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Goed,Een beetje,Goed,Neutraal,Goed,Goed,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Helemaal geen interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false, ,Strava, ,Man,47,191,91,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Ja, mijn email adres is ...,Nee, ,,,,,,,,,,
9/26/2018 1:04:58 PM,370,Ja,Ja,16 km (10 mijl), ,7,De regen dit jaar maakte het wat minder feestelijk, ,6-11 weken getraind,2 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,true,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,false,false,false,false,false,true,false, ,Ja,false,false,true,false, ,Ja, , , , , , ,Mee eens,Mee eens,Mee eens, , , ,Ja,Geen interesse,Interesse,Geen interesse,Interesse,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Geen interesse,Interesse,Neutraal,Nee, ,10,5,Oneens,Oneens,Oneens,Oneens,Oneens,Oneens,Neutraal,Oneens, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,false,false,false,false,false,true,true,true, , , , , , , , , , , , , , , , , , ,Door een trainer/coach in combinatie met een app of online platform, ,Goed,Goed,Goed,Neutraal,Neutraal,Goed,Neutraal,Neutraal,Goed,Neutraal,Neutraal,Goed,Goed,Goed,Neutraal,Interesse,Geen interesse,Geen interesse,Geen interesse,Interesse,Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Vrouw,42,164,56,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Nee,Nee, ,,,,,,,,,,,
9/26/2018 1:05:02 PM,371,Ja,Ja,16 km (10 mijl), ,7, , ,12 weken of meer getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,true,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Niet, ik loop thuis de deur uit, ,true,false,false,true,false,true,false, ,Ja,true,true,false,false, ,Ja, , , , , , ,Mee eens,Mee eens,Mee eens, , , ,Nee, , , , , , , , , , , , , , , , , ,Neutraal,Neutraal,Neutraal,Eens,Oneens,Oneens,Neutraal,Neutraal, , , , , , , , ,Nee, en dat ben ik ook niet van plan, , , , , , , , , , , , , , , , , ,false,false,false,false,false,false,true,false, , , , , , , , , , , , , , , , , , , , ,Goed,Goed,Goed,Neutraal,Neutraal,Goed,Goed,Goed,Goed,Neutraal,Neutraal,Neutraal,Goed,Neutraal,Neutraal,Interesse,Interesse,Interesse,Interesse,Interesse,Nee, ik maak geen gebruik van een sport-app, maar ik heb in het verleden wel een sport-app gebruikt, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Man,43,180,70,Hoger beroepsonderwijs (HBO), universiteit (WO), ,Ja, mijn email adres is ...,Nee, ,,,,,,,,,,
