BMI,BMI_Class
27.16644791062544,Overgewicht
24.725182932941294,Gezond gewicht
22.634676324128566,Gezond gewicht
20.23355301190889,Gezond gewicht
24.724520008546747,Gezond gewicht
20.70081674131507,Gezond gewicht
22.839506172839506,Gezond gewicht
21.453287197231838,Gezond gewicht
23.888440980620498,Gezond gewicht
24.414062499999996,Gezond gewicht
21.383941996057334,Gezond gewicht
25.05930702662969,Overgewicht
25.402816083611555,Overgewicht
28.344671201814062,Overgewicht
27.68166089965398,Overgewicht
21.453287197231838,Gezond gewicht
33.574380165289256,Obesitas
24.151672503320853,Gezond gewicht
17.301038062283737,Ondergewicht
23.529411764705884,Gezond gewicht
18.513541759980885,Ondergewicht
21.093749999999996,Gezond gewicht
20.446742023841672,Gezond gewicht
21.9671201814059,Gezond gewicht
22.014013799028163,Gezond gewicht
26.555965935105768,Overgewicht
24.835646457268076,Gezond gewicht
24.332277048438208,Gezond gewicht
23.959094229364496,Gezond gewicht
27.636054421768712,Overgewicht
27.39800347222222,Overgewicht
24.930747922437675,Gezond gewicht
21.798202394816204,Gezond gewicht
24.543462381300216,Gezond gewicht
23.243408017070564,Gezond gewicht
22.647376960519203,Gezond gewicht
21.97735111870822,Gezond gewicht
24.337479718766904,Gezond gewicht
19.031141868512112,Gezond gewicht
23.243801652892564,Gezond gewicht
22.408786769347305,Gezond gewicht
21.007667798746546,Gezond gewicht
23.458562375266975,Gezond gewicht
19.607156612163443,Gezond gewicht
19.835162956123252,Gezond gewicht
23.46699316396286,Gezond gewicht
22.54657648036074,Gezond gewicht
0,Data ontbreekt
25.529644871208653,Overgewicht
31.210012171904747,Obesitas
23.054562464499313,Gezond gewicht
19.597841552793366,Gezond gewicht
24.755464315903875,Gezond gewicht
22.85046232330747,Gezond gewicht
23.738662131519277,Gezond gewicht
23.888440980620498,Gezond gewicht
28.997893837184456,Overgewicht
25.401701323251416,Overgewicht
24.258674071946118,Gezond gewicht
31.353578787064404,Obesitas
25.61728395061728,Overgewicht
23.291229956104985,Gezond gewicht
22.093170054286073,Gezond gewicht
23.889462809917354,Gezond gewicht
21.513858510523864,Gezond gewicht
24.61810377477591,Gezond gewicht
24.78425751739377,Gezond gewicht
23.148148148148145,Gezond gewicht
25.680074054167036,Overgewicht
26.026174895895306,Overgewicht
20.061728395061728,Gezond gewicht
24.489795918367346,Gezond gewicht
23.56663223140496,Gezond gewicht
26.573129251700685,Overgewicht
25.64891761567662,Overgewicht
22.20408163265306,Gezond gewicht
23.503556057507403,Gezond gewicht
24.977043158861342,Gezond gewicht
25.925925925925924,Overgewicht
19.48696145124717,Gezond gewicht
23.938989774631512,Gezond gewicht
21.936347412254616,Gezond gewicht
24.45759368836292,Gezond gewicht
23.24598478444632,Gezond gewicht
23.323418063818284,Gezond gewicht
27.777777777777775,Overgewicht
25.207756232686982,Overgewicht
28.075042938300964,Overgewicht
23.306680053067517,Gezond gewicht
23.291229956104985,Gezond gewicht
21.971335857220122,Gezond gewicht
23.030045351473927,Gezond gewicht
25.30864197530864,Overgewicht
23.738662131519277,Gezond gewicht
24.76756591982929,Gezond gewicht
24.251278305332356,Gezond gewicht
25.909456951787405,Overgewicht
19.840664204389366,Gezond gewicht
28.068918152229088,Overgewicht
22.308149910767405,Gezond gewicht
23.529411764705884,Gezond gewicht
29.320987654320987,Overgewicht
21.106877552698666,Gezond gewicht
24.37673130193906,Gezond gewicht
26.54603003971453,Overgewicht
0,Data ontbreekt
23.875114784205696,Gezond gewicht
30.470521541950117,Obesitas
18.906901018871892,Ondergewicht
23.03875236294896,Gezond gewicht
23.888440980620498,Gezond gewicht
23.589835468362743,Gezond gewicht
23.959094229364496,Gezond gewicht
19.925129815239703,Gezond gewicht
26.87867813490267,Overgewicht
24.111507464658473,Gezond gewicht
20.19557823129252,Gezond gewicht
18.92915089237426,Ondergewicht
24.515595463137995,Gezond gewicht
23.875114784205696,Gezond gewicht
17.846519928613922,Ondergewicht
17.71541950113379,Ondergewicht
27.47252747252747,Overgewicht
20.569329660238754,Gezond gewicht
21.36686914318855,Gezond gewicht
35.15624999999999,Obesitas
21.158854166666668,Gezond gewicht
22.724403484408533,Gezond gewicht
25.0,Gezond gewicht
23.671253629592222,Gezond gewicht
33.41240936883958,Obesitas
25.689561925365066,Overgewicht
22.308149910767405,Gezond gewicht
21.63331530557058,Gezond gewicht
22.321428571428577,Gezond gewicht
21.798202394816204,Gezond gewicht
20.07378472222222,Gezond gewicht
24.242424242424246,Gezond gewicht
23.99945916711736,Gezond gewicht
24.22022684310019,Gezond gewicht
22.308149910767405,Gezond gewicht
26.19618735008206,Overgewicht
29.320987654320987,Overgewicht
21.86588921282799,Gezond gewicht
26.19618735008206,Overgewicht
20.685150239512268,Gezond gewicht
21.513858510523864,Gezond gewicht
22.724403484408533,Gezond gewicht
23.661438615467823,Gezond gewicht
24.835646457268076,Gezond gewicht
23.889462809917354,Gezond gewicht
20.756387167668876,Gezond gewicht
26.583175803402646,Overgewicht
19.1107527844964,Gezond gewicht
19.60519199567334,Gezond gewicht
21.655108138483047,Gezond gewicht
26.395803401383272,Overgewicht
21.97735111870822,Gezond gewicht
24.691358024691358,Gezond gewicht
22.265624999999996,Gezond gewicht
20.715693808680545,Gezond gewicht
25.393431120318084,Overgewicht
21.847008520333322,Gezond gewicht
22.59814049586777,Gezond gewicht
24.074074074074073,Gezond gewicht
21.32943754565376,Gezond gewicht
21.338210638622158,Gezond gewicht
26.40235457063712,Overgewicht
20.202020202020204,Gezond gewicht
26.56683975365294,Overgewicht
25.689561925365066,Overgewicht
25.925925925925924,Overgewicht
23.025684602944,Gezond gewicht
27.738854413909458,Overgewicht
24.740937287102444,Gezond gewicht
22.54595907041276,Gezond gewicht
20.23355301190889,Gezond gewicht
25.18107741059303,Overgewicht
24.56931437160365,Gezond gewicht
25.499131944444446,Overgewicht
23.030045351473927,Gezond gewicht
22.589551436050055,Gezond gewicht
17.75568181818182,Ondergewicht
20.23355301190889,Gezond gewicht
22.67573696145125,Gezond gewicht
23.889462809917354,Gezond gewicht
21.53412044256331,Gezond gewicht
20.41522491349481,Gezond gewicht
21.91358024691358,Gezond gewicht
20.830703194041156,Gezond gewicht
22.014013799028163,Gezond gewicht
23.25501863821347,Gezond gewicht
19.100091827364558,Gezond gewicht
20.061728395061728,Gezond gewicht
28.719723183391007,Overgewicht
26.869806094182827,Overgewicht
25.826446280991735,Overgewicht
24.61810377477591,Gezond gewicht
24.337479718766904,Gezond gewicht
24.930747922437675,Gezond gewicht
22.12973972783723,Gezond gewicht
25.97867956642479,Overgewicht
25.510204081632658,Overgewicht
19.369834710743802,Gezond gewicht
19.377162629757787,Gezond gewicht
24.187046492878256,Gezond gewicht
17.799928800284796,Ondergewicht
22.313278429145196,Gezond gewicht
21.04981790236894,Gezond gewicht
23.148148148148145,Gezond gewicht
20.478266613819528,Gezond gewicht
22.229061933586404,Gezond gewicht
21.296296296296294,Gezond gewicht
23.888440980620498,Gezond gewicht
21.952479338842977,Gezond gewicht
18.93877551020408,Ondergewicht
25.029760996306585,Overgewicht
20.70081674131507,Gezond gewicht
24.89224497978549,Gezond gewicht
23.781212841854934,Gezond gewicht
26.54320987654321,Overgewicht
20.199469763918696,Gezond gewicht
19.692665289256198,Gezond gewicht
28.680111097693512,Overgewicht
18.673607967406067,Ondergewicht
22.582709172343712,Gezond gewicht
21.20310522895934,Gezond gewicht
20.202020202020204,Gezond gewicht
23.76543209876543,Gezond gewicht
19.94321254732288,Gezond gewicht
24.755464315903875,Gezond gewicht
22.839506172839506,Gezond gewicht
23.661438615467823,Gezond gewicht
23.38868655818771,Gezond gewicht
26.88095170007721,Overgewicht
20.98765432098765,Gezond gewicht
22.981901752370007,Gezond gewicht
23.766410140334994,Gezond gewicht
22.530864197530864,Gezond gewicht
25.3069320474676,Overgewicht
29.384756657483933,Overgewicht
24.44727891156463,Gezond gewicht
19.789970953429727,Gezond gewicht
21.513858510523864,Gezond gewicht
23.12406058503873,Gezond gewicht
0,Data ontbreekt
18.36547291092746,Ondergewicht
19.53125,Gezond gewicht
24.801587301587304,Gezond gewicht
22.11584222166233,Gezond gewicht
27.45982194473349,Overgewicht
22.386314277122523,Gezond gewicht
22.20408163265306,Gezond gewicht
22.634676324128566,Gezond gewicht
23.510204081632654,Gezond gewicht
2.4930747922437675,Ondergewicht
22.265624999999996,Gezond gewicht
21.672110130948383,Gezond gewicht
25.10633270321361,Overgewicht
20.983987603305785,Gezond gewicht
33.95201448619285,Obesitas
25.209201358495854,Overgewicht
26.303618915481554,Overgewicht
23.510204081632654,Gezond gewicht
23.306680053067517,Gezond gewicht
26.85185185185185,Overgewicht
25.18107741059303,Overgewicht
21.93653708805224,Gezond gewicht
25.963047941069917,Overgewicht
25.209201358495854,Overgewicht
24.913494809688583,Gezond gewicht
22.265624999999996,Gezond gewicht
26.332888752094664,Overgewicht
24.97608672547561,Gezond gewicht
22.758306781975424,Gezond gewicht
26.59498412879979,Overgewicht
27.738854413909458,Overgewicht
22.145328719723185,Gezond gewicht
26.42356982428326,Overgewicht
24.114038033027075,Gezond gewicht
23.148148148148145,Gezond gewicht
22.51519097222222,Gezond gewicht
24.543462381300216,Gezond gewicht
31.239414355075468,Obesitas
24.2239967924087,Gezond gewicht
26.511804065143288,Overgewicht
20.904195011337873,Gezond gewicht
21.926125822229718,Gezond gewicht
25.61728395061728,Overgewicht
25.280109859242845,Overgewicht
23.04002019946976,Gezond gewicht
23.18339100346021,Gezond gewicht
21.093749999999996,Gezond gewicht
21.777553339224845,Gezond gewicht
23.449340844748203,Gezond gewicht
24.691358024691358,Gezond gewicht
22.67573696145125,Gezond gewicht
20.808561236623067,Gezond gewicht
23.456790123456788,Gezond gewicht
22.34351559258195,Gezond gewicht
18.51851851851852,Ondergewicht
22.67573696145125,Gezond gewicht
22.693877551020407,Gezond gewicht
24.691358024691358,Gezond gewicht
27.769797950780426,Overgewicht
23.323418063818284,Gezond gewicht
23.030045351473927,Gezond gewicht
20.519134092541297,Gezond gewicht
20.281233098972418,Gezond gewicht
27.777777777777775,Overgewicht
22.321428571428577,Gezond gewicht
30.15268221814095,Obesitas
26.122448979591837,Overgewicht
21.887076365377382,Gezond gewicht
24.96494647925858,Gezond gewicht
22.79032897344431,Gezond gewicht
24.858365128916635,Gezond gewicht
19.157088122605362,Gezond gewicht
20.06920415224914,Gezond gewicht
20.522603769221874,Gezond gewicht
24.232221201918172,Gezond gewicht
20.528921627822726,Gezond gewicht
22.59143813091595,Gezond gewicht
20.519134092541297,Gezond gewicht
18.407596785975162,Ondergewicht
20.06920415224914,Gezond gewicht
18.870663376397157,Ondergewicht
24.41927902078691,Gezond gewicht
28.719723183391007,Overgewicht
25.0,Gezond gewicht
30.094959824689553,Obesitas
20.70081674131507,Gezond gewicht
20.902385858042937,Gezond gewicht
22.724403484408533,Gezond gewicht
25.099501595611173,Overgewicht
20.519134092541297,Gezond gewicht
21.971335857220122,Gezond gewicht
19.97440779001904,Gezond gewicht
21.736505252988767,Gezond gewicht
25.712198685171657,Overgewicht
28.39506172839506,Overgewicht
26.029877772747852,Overgewicht
24.930747922437675,Gezond gewicht
25.393431120318084,Overgewicht
24.092970521541954,Gezond gewicht
20.654142145767317,Gezond gewicht
21.20099137030069,Gezond gewicht
25.661152034778407,Overgewicht
24.653739612188367,Gezond gewicht
18.826793499801823,Ondergewicht
25.359256128486894,Overgewicht
29.085872576177287,Overgewicht
17.968749999999996,Ondergewicht
25.102391333069097,Overgewicht
21.296296296296294,Gezond gewicht
18.93700290367378,Ondergewicht
27.727478497057493,Overgewicht
32.36854981369265,Obesitas
24.0569347455645,Gezond gewicht
24.910767400356935,Gezond gewicht
24.840980089578082,Gezond gewicht
29.93827160493827,Overgewicht
21.038790269559502,Gezond gewicht
21.604938271604937,Gezond gewicht
21.29529475392104,Gezond gewicht
18.93700290367378,Ondergewicht
23.888440980620498,Gezond gewicht
22.530864197530864,Gezond gewicht
20.45114617990904,Gezond gewicht
23.671253629592222,Gezond gewicht
23.991212856977683,Gezond gewicht
26.583175803402646,Overgewicht
27.587326057852245,Overgewicht
28.680111097693512,Overgewicht
22.857142857142858,Gezond gewicht
27.99036281179139,Overgewicht
27.469281663516067,Overgewicht
26.309016557522373,Overgewicht
25.180785123966942,Overgewicht
29.387755102040817,Overgewicht
19.369834710743802,Gezond gewicht
0,Data ontbreekt
26.846358291497758,Overgewicht
21.513858510523864,Gezond gewicht
25.99243856332703,Overgewicht
20.904195011337873,Gezond gewicht
19.333729922665082,Gezond gewicht
28.40054796351365,Overgewicht
25.24933720489837,Overgewicht
23.938989774631512,Gezond gewicht
21.146319909102385,Gezond gewicht
24.858365128916635,Gezond gewicht
24.43018604526296,Gezond gewicht
18.51851851851852,Ondergewicht
24.56931437160365,Gezond gewicht
24.48565200513601,Gezond gewicht
22.321428571428577,Gezond gewicht
20.512820512820515,Gezond gewicht
21.132713440405748,Gezond gewicht
20.45288531775018,Gezond gewicht
21.04981790236894,Gezond gewicht
25.013520822065985,Overgewicht
26.448979591836736,Overgewicht
24.221453287197235,Gezond gewicht
20.549886621315196,Gezond gewicht
22.375679950619187,Gezond gewicht
23.836734693877553,Gezond gewicht
26.575890590940304,Overgewicht
26.216410224399986,Overgewicht
23.783783783783782,Gezond gewicht
26.014568158168572,Overgewicht
24.14279513888889,Gezond gewicht
22.694018931589476,Gezond gewicht
21.9671201814059,Gezond gewicht
22.79035792549306,Gezond gewicht
24.577867151840145,Gezond gewicht
24.092970521541954,Gezond gewicht
21.04804761213529,Gezond gewicht
22.720438370810918,Gezond gewicht
23.98687034465345,Gezond gewicht
24.167162403331353,Gezond gewicht
22.4058769513315,Gezond gewicht
21.30394857667585,Gezond gewicht
24.61810377477591,Gezond gewicht
23.629489603024574,Gezond gewicht
26.315789473684212,Overgewicht
29.043708989207214,Overgewicht
23.76543209876543,Gezond gewicht
21.91358024691358,Gezond gewicht
22.47745401715962,Gezond gewicht
24.858365128916635,Gezond gewicht
21.798202394816204,Gezond gewicht
21.71806608974573,Gezond gewicht
22.819404547773097,Gezond gewicht
25.50361570247934,Overgewicht
26.189164370982553,Overgewicht
23.795359904818564,Gezond gewicht
24.021275987303035,Gezond gewicht
20.747550193111813,Gezond gewicht
24.857954545454547,Gezond gewicht
24.48565200513601,Gezond gewicht
23.822714681440445,Gezond gewicht
22.51519097222222,Gezond gewicht
26.595000139973685,Overgewicht
23.80869017191275,Gezond gewicht
29.33741144159046,Overgewicht
23.87543252595156,Gezond gewicht
24.307243558580453,Gezond gewicht
24.857954545454547,Gezond gewicht
25.59373706198954,Overgewicht
26.85546875,Overgewicht
19.94321254732288,Gezond gewicht
30.487804878048784,Obesitas
20.61925365062196,Gezond gewicht
18.98871527777778,Ondergewicht
23.18339100346021,Gezond gewicht
25.737081414967538,Overgewicht
19.607156612163443,Gezond gewicht
17.63237847222222,Ondergewicht
25.925925925925924,Overgewicht
23.671253629592222,Gezond gewicht
18.78829922534397,Ondergewicht
20.515086478979924,Gezond gewicht
19.568236333796236,Gezond gewicht
23.37472607742878,Gezond gewicht
24.478857996856398,Gezond gewicht
22.616699539776466,Gezond gewicht
22.839506172839506,Gezond gewicht
18.42403628117914,Ondergewicht
22.395413419331717,Gezond gewicht
31.50653254711527,Obesitas
27.12673611111111,Overgewicht
21.266540642722116,Gezond gewicht
20.281233098972418,Gezond gewicht
24.61810377477591,Gezond gewicht
21.435657596371886,Gezond gewicht
23.306680053067517,Gezond gewicht
17.856517628934565,Ondergewicht
23.90003387406376,Gezond gewicht
22.991689750692522,Gezond gewicht
23.38868655818771,Gezond gewicht
22.839506172839506,Gezond gewicht
26.467993333986865,Overgewicht
23.183673469387756,Gezond gewicht
21.62964876033058,Gezond gewicht
24.307243558580453,Gezond gewicht
19.257028815517668,Gezond gewicht
0,Data ontbreekt
25.013520822065985,Overgewicht
22.720438370810918,Gezond gewicht
21.461936624163616,Gezond gewicht
25.33500198406642,Overgewicht
19.817677368212443,Gezond gewicht
20.569329660238754,Gezond gewicht
26.813590449954088,Overgewicht
22.460034350640772,Gezond gewicht
30.794210688390585,Obesitas
21.132713440405748,Gezond gewicht
28.293345405160707,Overgewicht
22.944088878154812,Gezond gewicht
28.875440053795337,Overgewicht
21.258503401360546,Gezond gewicht
21.182731697069432,Gezond gewicht
23.510204081632654,Gezond gewicht
22.05666111165572,Gezond gewicht
22.53061224489796,Gezond gewicht
29.384756657483933,Overgewicht
18.93700290367378,Ondergewicht
21.972318339100347,Gezond gewicht
21.258503401360546,Gezond gewicht
19.721036967980208,Gezond gewicht
23.437499999999996,Gezond gewicht
22.87968441814596,Gezond gewicht
20.904195011337873,Gezond gewicht
21.98989236526368,Gezond gewicht
24.023808670084982,Gezond gewicht
22.53061224489796,Gezond gewicht
23.738662131519277,Gezond gewicht
21.29529475392104,Gezond gewicht
24.39626106740495,Gezond gewicht
20.06920415224914,Gezond gewicht
19.723183391003463,Gezond gewicht
0,Data ontbreekt
25.381468541909282,Overgewicht
24.163265306122447,Gezond gewicht
23.06805074971165,Gezond gewicht
23.889462809917354,Gezond gewicht
20.598608033457133,Gezond gewicht
21.604938271604937,Gezond gewicht
25.712198685171657,Overgewicht
22.12973972783723,Gezond gewicht
23.510204081632654,Gezond gewicht
21.107266435986162,Gezond gewicht
20.902385858042937,Gezond gewicht
19.835162956123252,Gezond gewicht
20.897959183673468,Gezond gewicht
24.382716049382715,Gezond gewicht
23.828124999999996,Gezond gewicht
24.337479718766904,Gezond gewicht
23.38868655818771,Gezond gewicht
22.460034350640772,Gezond gewicht
22.49134948096886,Gezond gewicht
22.49134948096886,Gezond gewicht
26.878544423440452,Overgewicht
23.148148148148145,Gezond gewicht
23.56663223140496,Gezond gewicht
20.811654526534856,Gezond gewicht
23.301094832264035,Gezond gewicht
21.745550216113184,Gezond gewicht
22.79032897344431,Gezond gewicht
24.691358024691358,Gezond gewicht
23.875114784205696,Gezond gewicht
21.25624402168137,Gezond gewicht
21.604938271604937,Gezond gewicht
21.936347412254616,Gezond gewicht
26.296566837107374,Overgewicht
18.36547291092746,Ondergewicht
21.258503401360546,Gezond gewicht
19.86851716581446,Gezond gewicht
24.56747404844291,Gezond gewicht
21.077195227520797,Gezond gewicht
20.221606648199447,Gezond gewicht
21.798202394816204,Gezond gewicht
21.258503401360546,Gezond gewicht
27.173913043478258,Overgewicht
20.86111966075032,Gezond gewicht
24.307243558580453,Gezond gewicht
22.8625344752504,Gezond gewicht
21.971335857220122,Gezond gewicht
29.536862003780715,Overgewicht
23.413111342351716,Gezond gewicht
22.99262444384723,Gezond gewicht
25.909456951787405,Overgewicht
23.04002019946976,Gezond gewicht
19.045073340238563,Gezond gewicht
23.875114784205696,Gezond gewicht
23.148148148148145,Gezond gewicht
23.849776597029344,Gezond gewicht
23.12406058503873,Gezond gewicht
21.22000905387053,Gezond gewicht
21.68367346938776,Gezond gewicht
24.801587301587304,Gezond gewicht
21.736505252988767,Gezond gewicht
0,Data ontbreekt
27.143037495265748,Overgewicht
18.991964937910883,Ondergewicht
29.72651605231867,Overgewicht
19.883853048857468,Gezond gewicht
24.37673130193906,Gezond gewicht
22.49134948096886,Gezond gewicht
24.577867151840145,Gezond gewicht
26.47210743801653,Overgewicht
25.218606946081522,Overgewicht
22.03856749311295,Gezond gewicht
21.306818181818183,Gezond gewicht
23.938989774631512,Gezond gewicht
25.661152034778407,Overgewicht
0,Data ontbreekt
21.971335857220122,Gezond gewicht
23.08254200146092,Gezond gewicht
22.77318640955005,Gezond gewicht
22.694018931589476,Gezond gewicht
21.469150482230148,Gezond gewicht
21.224489795918366,Gezond gewicht
23.87543252595156,Gezond gewicht
22.014013799028163,Gezond gewicht
22.920971074380166,Gezond gewicht
23.23765615704938,Gezond gewicht
21.971335857220122,Gezond gewicht
24.48565200513601,Gezond gewicht
19.003908350962746,Gezond gewicht
22.058051188683873,Gezond gewicht
21.27600011197895,Gezond gewicht
27.475629493018182,Overgewicht
22.4058769513315,Gezond gewicht
25.402816083611555,Overgewicht
29.585798816568044,Overgewicht
24.074074074074073,Gezond gewicht
20.66115702479339,Gezond gewicht
22.321428571428577,Gezond gewicht
24.816326530612244,Gezond gewicht
23.19109461966605,Gezond gewicht
28.081632653061224,Overgewicht
20.824656393169516,Gezond gewicht
23.456790123456788,Gezond gewicht
29.26334020126011,Overgewicht
23.306680053067517,Gezond gewicht
28.060018903591683,Overgewicht
22.014013799028163,Gezond gewicht
27.173101615455817,Overgewicht
18.93877551020408,Ondergewicht
24.801587301587304,Gezond gewicht
22.093170054286073,Gezond gewicht
21.25,Gezond gewicht
18.132016511708652,Ondergewicht
29.983587930816814,Overgewicht
21.29529475392104,Gezond gewicht
24.221453287197235,Gezond gewicht
23.889462809917354,Gezond gewicht
32.716049382716044,Obesitas
25.661152034778407,Overgewicht
20.715693808680545,Gezond gewicht
20.33832644628099,Gezond gewicht
22.28247738194314,Gezond gewicht
27.77427092538821,Overgewicht
21.469150482230148,Gezond gewicht
18.73278236914601,Ondergewicht
21.258503401360546,Gezond gewicht
20.576131687242793,Gezond gewicht
20.824656393169516,Gezond gewicht
19.723183391003463,Gezond gewicht
24.44727891156463,Gezond gewicht
21.258503401360546,Gezond gewicht
20.43816558499767,Gezond gewicht
25.15589569160998,Overgewicht
21.192742415229034,Gezond gewicht
19.325414208044524,Gezond gewicht
22.375679950619187,Gezond gewicht
22.460034350640772,Gezond gewicht
23.671253629592222,Gezond gewicht
25.10633270321361,Overgewicht
23.510204081632654,Gezond gewicht
21.093749999999996,Gezond gewicht
23.48347668628339,Gezond gewicht
24.930747922437675,Gezond gewicht
20.04744562130375,Gezond gewicht
25.33500198406642,Overgewicht
19.157088122605362,Gezond gewicht
19.487382745408905,Gezond gewicht
18.710949246550168,Ondergewicht
26.014568158168572,Overgewicht
25.24933720489837,Overgewicht
27.434842249657066,Overgewicht
22.49134948096886,Gezond gewicht
19.43301326017375,Gezond gewicht
24.280263614290668,Gezond gewicht
20.43816558499767,Gezond gewicht
24.61810377477591,Gezond gewicht
19.198960302457465,Gezond gewicht
23.198315069747565,Gezond gewicht
27.450604870886398,Overgewicht
24.489795918367346,Gezond gewicht
23.959094229364496,Gezond gewicht
26.29757785467128,Overgewicht
23.04002019946976,Gezond gewicht
27.041644131963228,Overgewicht
21.38593635289987,Gezond gewicht
24.074074074074073,Gezond gewicht
31.09789075175771,Obesitas
18.645344042454013,Ondergewicht
22.152646502835537,Gezond gewicht
23.148148148148145,Gezond gewicht
21.04981790236894,Gezond gewicht
22.720438370810918,Gezond gewicht
22.724403484408533,Gezond gewicht
21.91358024691358,Gezond gewicht
23.661438615467823,Gezond gewicht
24.61810377477591,Gezond gewicht
21.604938271604937,Gezond gewicht
20.830817534114235,Gezond gewicht
24.302487059714682,Gezond gewicht
27.46481071127618,Overgewicht
21.182731697069432,Gezond gewicht
25.0,Gezond gewicht
22.408786769347305,Gezond gewicht
25.476660092044707,Overgewicht
20.45288531775018,Gezond gewicht
20.66115702479339,Gezond gewicht
23.56663223140496,Gezond gewicht
22.832879346258608,Gezond gewicht
24.021275987303035,Gezond gewicht
27.77442337881898,Overgewicht
24.535123966942148,Gezond gewicht
22.437673130193907,Gezond gewicht
20.904195011337873,Gezond gewicht
18.93700290367378,Ondergewicht
27.469281663516067,Overgewicht
26.880934989043094,Overgewicht
19.2671714440238,Gezond gewicht
20.98765432098765,Gezond gewicht
0,Data ontbreekt
23.735308416025617,Gezond gewicht
30.061278760550348,Obesitas
23.671253629592222,Gezond gewicht
22.408786769347305,Gezond gewicht
27.45982194473349,Overgewicht
25.46401086464464,Overgewicht
21.971335857220122,Gezond gewicht
21.146319909102385,Gezond gewicht
22.375679950619187,Gezond gewicht
22.720438370810918,Gezond gewicht
19.494328922495274,Gezond gewicht
25.24933720489837,Overgewicht
22.058051188683873,Gezond gewicht
24.41927902078691,Gezond gewicht
26.511804065143288,Overgewicht
25.50361570247934,Overgewicht
22.49134948096886,Gezond gewicht
24.61810377477591,Gezond gewicht
21.672110130948383,Gezond gewicht
29.983587930816814,Overgewicht
24.740937287102444,Gezond gewicht
21.75925925925926,Gezond gewicht
25.359256128486894,Overgewicht
22.89307408198773,Gezond gewicht
24.221453287197235,Gezond gewicht
23.92485822306238,Gezond gewicht
21.383941996057334,Gezond gewicht
29.60837581270413,Overgewicht
24.38652644413961,Gezond gewicht
25.661152034778407,Overgewicht
30.103806228373706,Obesitas
24.675500270416443,Gezond gewicht
23.98687034465345,Gezond gewicht
28.721121070571897,Overgewicht
20.286507911738084,Gezond gewicht
25.24933720489837,Overgewicht
21.453287197231838,Gezond gewicht
21.55594748187341,Gezond gewicht
19.13265306122449,Gezond gewicht
24.61810377477591,Gezond gewicht
16.975308641975307,Ondergewicht
22.6421929718633,Gezond gewicht
23.355636914530994,Gezond gewicht
25.499131944444446,Overgewicht
22.308149910767405,Gezond gewicht
23.450918219051392,Gezond gewicht
19.60519199567334,Gezond gewicht
23.148148148148145,Gezond gewicht
21.107266435986162,Gezond gewicht
28.089010954714272,Overgewicht
23.054562464499313,Gezond gewicht
26.029877772747852,Overgewicht
25.351541373715524,Overgewicht
27.16161158895428,Overgewicht
20.449137418203453,Gezond gewicht
24.840980089578082,Gezond gewicht
20.747550193111813,Gezond gewicht
23.233456176894723,Gezond gewicht
25.875266838689274,Overgewicht
21.612811791383223,Gezond gewicht
22.724403484408533,Gezond gewicht
21.20099137030069,Gezond gewicht
21.872422819032593,Gezond gewicht
28.734672057202044,Overgewicht
23.25501863821347,Gezond gewicht
25.725517400855587,Overgewicht
21.62964876033058,Gezond gewicht
19.94805976890361,Gezond gewicht
23.163373273470786,Gezond gewicht
21.63331530557058,Gezond gewicht
26.312811226799457,Overgewicht
23.120623596247853,Gezond gewicht
20.281233098972418,Gezond gewicht
25.88057063502083,Overgewicht
22.857142857142858,Gezond gewicht
23.40750912892856,Gezond gewicht
21.773842357381334,Gezond gewicht
28.086419753086417,Overgewicht
22.76146753597469,Gezond gewicht
29.000594883997625,Overgewicht
22.587833094227893,Gezond gewicht
20.512820512820515,Gezond gewicht
0,Data ontbreekt
22.634676324128566,Gezond gewicht
23.37472607742878,Gezond gewicht
20.478266613819528,Gezond gewicht
23.334120982986768,Gezond gewicht
20.902385858042937,Gezond gewicht
22.6421929718633,Gezond gewicht
26.19618735008206,Overgewicht
22.59814049586777,Gezond gewicht
24.535123966942148,Gezond gewicht
19.86851716581446,Gezond gewicht
26.234567901234566,Overgewicht
23.59700420642249,Gezond gewicht
21.883656509695292,Gezond gewicht
20.897959183673468,Gezond gewicht
22.1606648199446,Gezond gewicht
21.107266435986162,Gezond gewicht
23.991212856977683,Gezond gewicht
26.014568158168572,Overgewicht
26.794938016528928,Overgewicht
20.685150239512268,Gezond gewicht
23.959094229364496,Gezond gewicht
21.929223431375238,Gezond gewicht
20.679012345679013,Gezond gewicht
17.75568181818182,Ondergewicht
27.755102040816325,Overgewicht
22.22166106916492,Gezond gewicht
26.026174895895306,Overgewicht
23.40750912892856,Gezond gewicht
23.010380622837374,Gezond gewicht
26.861206922865602,Overgewicht
18.194005553959588,Ondergewicht
26.729927495071667,Overgewicht
23.661438615467823,Gezond gewicht
34.76562499999999,Obesitas
24.38652644413961,Gezond gewicht
0,Data ontbreekt
20.00656932126967,Gezond gewicht
23.735308416025617,Gezond gewicht
27.115718205359315,Overgewicht
28.39506172839506,Overgewicht
27.102040816326532,Overgewicht
25.90431010268094,Overgewicht
21.513858510523864,Gezond gewicht
0,Data ontbreekt
23.735308416025617,Gezond gewicht
24.218749999999996,Gezond gewicht
0,Data ontbreekt
18.612244897959183,Ondergewicht
27.160493827160494,Overgewicht
26.528510346119035,Overgewicht
24.801587301587304,Gezond gewicht
25.826446280991735,Overgewicht
